level_0,index,0,1,2,Client_split
190,4,Client:, Just use some vacation time. That way you still get paid.,Ingrates, just use some vacation time  that way you still get paid 
191,5,Client:, Well we have 4 references that need to be inspected.,Ingrates, well we have   references that need to be inspected 
192,6,Me:, Alright can we get some samples to start developing the software and design the inspection strategy?,Ingrates, alright can we get some samples to start developing the software and design the inspection strategy 
193,7,Client:," Sure, I'll just note that down and we will write the scope on the contract.",Ingrates, sure  i ll just note that down and we will write the scope on the contract 
194,8,Client:, What change of scope are you talking about?,Ingrates, what change of scope are you talking about 
195,9,Me:," You stated there would be only four references to inspect, we got a box with ~20 different references...",Ingrates, you stated there would be only four references to inspect  we got a box with     different references   
196,10,Client:," Oh no no, each reference has 5 different stylings, the scope is still the same.",Ingrates, oh no no  each reference has   different stylings  the scope is still the same 
197,11,Me:," Alright, I've got A,B,C and D ready. I will send you the finished files in a second, and later that day, I'm going to finish E,F,G and H.",Ingrates, alright  i ve got a b c and d ready  i will send you the finished files in a second  and later that day  i m going to finish e f g and h 
198,12,Client:," Yeah, if you could send me E,F,G and H right now, that would be great.",Ingrates, yeah  if you could send me e f g and h right now  that would be great 
199,13,Me: ,You... didn't mention you needed those right away.,Ingrates,you    didn t mention you needed those right away 
200,14,Client: ,"Yeah, I do. Can you hurry them up? ",Ingrates,yeah  i do  can you hurry them up  
201,15,Me:, Let's meet to discuss changes tomorrow.  Does 1 pm work? ,Ingrates, let s meet to discuss changes tomorrow   does   pm work  
202,16,Client:, Can't do that I wanna go see my mom. Has to be 830 am,Ingrates, can t do that i wanna go see my mom  has to be     am
203,17,Me:, Uh... that gives me like 1 hour to work on it. Let's plan another day,Ingrates, uh    that gives me like   hour to work on it  let s plan another day
204,18,Client:, No! You must make it work!,Ingrates, no  you must make it work 
205,19,Me:, Pick another time then.,Ingrates, pick another time then 
206,20,Client:, 3 pm.,Ingrates,   pm 
207,21,Me:, I'll send everything over just after noon for you to review and we can meet at 3 and discuss any changes.,Ingrates, i ll send everything over just after noon for you to review and we can meet at   and discuss any changes 
208,22,Client:, No need to meet. I need to proof by myself I'll let you have feedback by this afternoon.,Ingrates, no need to meet  i need to proof by myself i ll let you have feedback by this afternoon 
209,23,Client:, I haven't had time to give feedback yet. I'll have it tomorrow morning.,Ingrates, i haven t had time to give feedback yet  i ll have it tomorrow morning 
210,24,Me:, hey how’s it looking?,Ingrates, hey how s it looking 
211,25,Client:, It will be this afternoon before I can check. ,Ingrates, it will be this afternoon before i can check  
212,26,Client:, I have many changes. ,Ingrates, i have many changes  
213,27,Me:," OK, send them over and we can discuss what needs to be changed. I can probably meet you in the office tomorrow (Sunday) with an updated version if need be.",Ingrates, ok  send them over and we can discuss what needs to be changed  i can probably meet you in the office tomorrow  sunday  with an updated version if need be 
214,28,Client:, Nope. I don't want to send you changes until in person.,Ingrates, nope  i don t want to send you changes until in person 
215,29,Me:, OK. So tomorrow at 9 am?,Ingrates, ok  so tomorrow at   am 
216,30,Client:, No! I have church.,Ingrates, no  i have church 
217,31,Me:, So when?,Ingrates, so when 
218,32,Client:, 3 pm after church and family time.,Ingrates,   pm after church and family time 
219,33,Me:, ...Can you at least go ahead and send the list you made so I can start looking into it?,Ingrates,    can you at least go ahead and send the list you made so i can start looking into it 
220,34,Client: ,Fine. By the way you are going to have to stay late at the office tomorrow because I will be gone all week on vacation and this MUST be done before I leave. ,Ingrates,fine  by the way you are going to have to stay late at the office tomorrow because i will be gone all week on vacation and this must be done before i leave  
221,35,Me:, (hating my life),Ingrates,  hating my life 
222,36,Me:," Hey, have you sent that list yet so that I can get started?",Ingrates, hey  have you sent that list yet so that i can get started 
223,37,Client:, No. I will bring it with me to tomorrow’s meeting. I want to make sure I sit beside you when you go to make changes so I can tell you what I want.,Ingrates, no  i will bring it with me to tomorrow s meeting  i want to make sure i sit beside you when you go to make changes so i can tell you what i want 
224,38,Me: ,(primal screaming into the night),Ingrates, primal screaming into the night 
