who,category,sentences
Client:,Criminals, but i need to be able to print it and make changes  your file is locked  can i have the password 
Me:,Criminals, we do not release press ready printable files for proofing  and we do not share security information such as passwords used for document protection  i am happy to make any changes you need and proof it back to you  we do offer and recommend hard copy proofing prior to print  the first hard copy proof is free of charge  would you like me to make your changes and email you an updated proof  would you like a hard copy proof for final approval before we print your brochure 
Client:,Criminals, why can t you just give me the password  i am just trying to run my business  i need to be able to print this proof  i need to be able to make changes to your pdf before i print it  you are keeping me from running my business 
Me:,Criminals, i m sorry  we don t release security information of any kind  and we don t provide press ready printable files for proofing purposes  please let me know what changes need to be made and i can get it done for you very quickly 
Client:,Criminals, i don t need changes now  i need to be able to change it in the future  and i need to be able to print it now  every other printer that has designed something for me has given me a printable file  i plan to bring you tons of business and you are hurting my business by not providing me with the password 
Client:,Criminals, this is not acceptable  i cannot print this  it has a mark on it  can you delete the mark and send me a high quality file  i need it right now  no other printer does this to me  
Client: ,Criminals,fine  i m going to get my designers to figure out how to unlock the file and fix the file for print  i m never going to work with you again 
Client:,Criminals, i am looking for someone to photograph my family reunion  i need   hours  can you handle this 
Me:,Criminals, i d be happy to  what date is your family reunion 
Client:,Criminals, my budget is  x   how can i make a deposit 
Me:,Criminals, you ll be happy to know then that at my rates i only charge  y  for event coverage  i can accept cash  cheque  or e transfer  do you have an email address i can send the contract to  or would it be easier to meet in person at a cafe 
Client:,Criminals, i will have you know that due to health reasons i need to do this through credit card in person  can you do this 
Me:,Criminals, unfortunately i cannot take credit card payments at this time  but i can accept cash  cheque  or e transfer  do you have an email address i can send the contract to 
Client:,Criminals, good  i ll set you up with a merchant service then 
Client:,Criminals, this can easily be set up with your bank  i will give you my credit card and even pay the setup fees with your bank due to my health issues 
Me:,Criminals, unfortunately i am unable to setup anything to take credit card payment  but if we can arrange an alternative i d be happy to do the work  
Client: ,Criminals,hmmm  no  i don t like any of these pictures  why don t you just use google 
Me:,Criminals, i did  this was the best i could find 
Client: ,Criminals,let me check 
Client: ,Criminals,oh  hey  see  this one s better 
Me:,Criminals, yeah but that might be copyrighted  if it didn t show up when i used the creative commons filter  that usually means it s copyrighted 
Client: ,Criminals,naw  i can usually tell whether an image is copyrighted or not  i ll check it 
Client: ,Criminals,nope  it s 
Client:,Criminals, so  we are going to do a great concert  at this amazing venue  there are all kinds of artist that are willing to work with us for free  but they are all c listers  we really want a list artists  we also want a full crew of volunteers to do everything from sounds and lighting to stagehands  greeters  bar staff  pa s to the artists  promotions  etc  besides that  we need full media coverage  and of course a great media campaign  we don t really have anything yet  everything needs to be organized and designed  we have about six months to pull this together  since we ve already put in a lot of time in the last event  we decided that you get to do this one 
Me: ,Criminals,you mean you want me to fully organize this massive event 
Me: ,Criminals,good  
Client: ,Criminals,we keep the last say in everything  you don t get to make the final decisions  but other than that  yes 
Me:,Criminals,    okay  that is a lot of work for one person  if i would basically carry the sole responsibility for this and have my name tied to it  i would like to get some insight into the finances of the foundation  i m sure you can understand that 
Me:,Criminals, okay  then at least what is your budget for this 
Me: ,Criminals,   
Client: ,Criminals,you re very serious  you shouldn t be so serious 
Client:,Criminals, i m not going to give you appropriate credits on my project 
Me:,Criminals, why  i literally did everything in it 
Client,Criminals,  if i credited every person for their work  i wouldn t look so cool 
Me:,Criminals, but crediting people means being honest 
Client:,Criminals, now i feel conflicted 
Me: ,Criminals,well that s a surprise  i ll have to think about it  
Client:,Criminals, well i can see if we have another project you can work on  but if not  i will have to terminate our contract 
Client:,Criminals, i m calling to ask if you can reconsider forwarding your services to our business partner  we have something special planned for you there   
